"num","name","url","info","likes","genre","img","administrators","bio","albums"
"","Edoardo Cerea","http://www.rockit.it/edoardocerea","Band, Emilia Romagna","0","Cantautore, Rock, Folk ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/pulici""]","\n<div class=""content-rece""><p>Edoardo Cerea &#xE8; un raffinato rocker piacentino al suo primo album: COME SE FOSSE NORMALE (testi di Marco Peroni e produzione del torinese Mario Congiu. Distribuito da VENUS). Il disco in tutti e dieci i pezzi mescola rock americano e cantautorato italiano in modo tutto suo. La critica ha insisitito fino ad adesso proprio su questa particolarit&#xE0; (vedi <a href=""http://www.ilmiogiocattolino.it"" target=""_blank"" rel=""nofollow"">www.ilmiogiocattolino.it</a>).</p></div>\n","[{""name"":""come se fosse normale"",""date"":"" 2004 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/edoardocerea/album/come-se-fosse-normale/3795""}]"
"","Edoardo Chiesa","http://www.rockit.it/edoardochiesa","Band, Varazze (SV), Liguria","0","Cantautore, Pop, Blues ","url(/thumb700x250/foto/100548.jpg)","[""/recensione/28136/edoardo-chiesa-canzoni-sullalternativa"",""/user/zabadu"",""/user/Macram-Tramecomunicative""]","\n<div class=""content-rece""><p>Edoardo Chiesa</p> <p>Edoardo Chiesa &#xE8; nato nel 1985 e da quando ha dieci anni studia chitarra prima classica e poi moderna. Nel frattempo approfondisce il linguaggio del rock, del blues e del jazz con il maestro Marco Cravero. Frequenza anche seminari e masterclass di Robben Ford ed Enrico Rava. Dal 2011 insegna chitarra moderna.<br>\nNel 2008 &#xE8; cofondatore e ad oggi ex membro del progetto Madame Blague con cui incide un disco di canzoni inedite in inglese dal titolo &#x201C;Pit a Pat&#x201D; che esce nella primavera del 2013 per Dreamingorilla Records.<br>\nLa sua passione per la musica cantautorale e per i racconti di ogni genere lo portano piano piano a spostare il suo interesse musicale verso il songwriting.  <br>\nNasce cos&#xEC; il suo primo disco da cantautore pop &#x201C;Canzoni sull&apos;alternativa&#x201D;, in uscita a marzo 2015 per L&apos;Alienogatto / Dreamingorilla Records.</p></div>\n","[{""name"":""Canzoni sull'alternativa"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/28136.jpg"",""link"":""http://www.rockit.it/edoardochiesa/album/canzoni-sullalternativa/28136""}]"
"","Edoardo Mangani","http://www.rockit.it/edoardomangani","Band, Piemonte","0","Alternativo, Elettronico, Techno ","url(/thumb700x250/foto/125108.jpg)","[""/user/edoardomangani""]","\n<div class=""content-rece""><p>Edoardo Mangani &#xE8; un giovane producer italiano.</p> <p>Edoardo Mangani &#xE8; un giovane producer che appena due anni fa, affascinato dal film Berlin Calling con Paul Kalkbrenner, inizia il proprio percorso musicale influenzato proprio dal modo di produrre e suonare dal vivo mostrato in questo film. Nell&apos;ottobre 2015 &#xE8; uscito il primo singolo Starting Over. Ora sta lavorando al suo primo EP, dal titolo &quot;A Safe Shelter&quot;, un rifugio sicuro. Questo &#xE8; un viaggio attraverso la musica, dal buio alla luce, grazie proprio alla musica stessa.</p></div>\n","[{""name"":""A Safe Shelter"",""date"":"" 2016 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/34455.jpg"",""link"":""http://www.rockit.it/edoardomangani/album/a-safe-shelter/34455""}]"
"","EDOCH","http://www.rockit.it/edoch","Band, Bergamo, Lombardia","0","Psichedelico, Grunge, Alternativo ","url(/thumb700x250/foto/47667.jpg)","[""/user/edoch""]","\n<div class=""content-rece""><p>Il progetto EDOCH prende forma nel 2009 dalla volont&#xE0; di Andrea Manzoni (chitarra e voce) e Giuseppe Ventagli&#xF2; (basso e voce) di creare un gruppo con l&apos;idea di proporre un repertorio originale. Ai due si unisce Daniele Milesi (batteria) e , al completo, la band inizia il lavoro in sala prove. Fin dalle prime prove si delinea la direzione del power trio : il punto di partenza &#xE8; indubbiamente il grunge anni &apos;90, ma diversi ascolti portano il gruppo a lavorare su sonorit&#xE0; pi&#xF9; moderne ed innovative. La band opta per testi che parlano di realt&#xE0; quotidiana e situazioni vicine alla loro vita, per questo la naturale propensione &#xE8; quella di utilizzare la lingua italiana. La poetica si alterna fra momenti diretti e momenti pi&#xF9; eterei e il sound del trio &#xE8; caratterizzato da forti distorsioni, ritmi serrati e atmosfere psichedeliche. Dopo due anni di lavoro e di intensa attivit&#xE0; live all&apos;inizio del 2011 gli EDOCH auto producono il loro primo demo di otto tracce dal titolo &quot;stomaco&quot;. La canzone &apos;&apos;wrong sex&apos;&apos; viene selezionata per &apos;&apos;indiebox compilaion vol.6&apos;&apos; e la promo della demo continua con varie esibizioni estive.</p></div>\n","[]"
"","EDWARD JOHNSON & The Great Escape","http://www.rockit.it/edwardjohnsonandthegreatescape","Band, roma (RM), Lazio","0","Stoner, Grunge, Hard Rock ","url(/thumb700x250/foto/96402.jpg)","[""/recensione/27310/the-song-from-the-desert-and-the-blues-for-the-devil"",""/user/jim91m""]","\n<div class=""content-rece""><p>edward johnson</p> <p>Sono un gruppo di puro rock &amp; roll nello spirito, con influenze blues e stoner, sound e testi potenti.<br>\nNascono nel novembre del 2012 dall&apos;incontro tra Michele &quot;guns&quot; e Antonio Vendetta, rispettivamente chitarra e basso e iniziano a mettere su delle idee. <br>\nSubito dopo si unisce a loro Jacopo Proietti, voce, dove varie prove nel mese di dicembre prender&#xE0; parte della band il batterista Gianmarco Botteri.<br>\nSi capisce subito che non &#xE8; la solita storia, c&apos;&#xE8; molta intesa tra i quattro componenti e i pezzi escono fuori pieni di energia e spessore, tanto che dopo soli 3 mesi iniziano con l&apos;attivit&#xE0; live.<br>\nUna band che non si arrende alle logiche del guadagno e della moda, puramente rock, puramente vivi!</p></div>\n","[{""name"":""The Song From The Desert and The Blues For The Devil"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/compilation/the-song-from-the-desert-and-the-blues-for-the-devil/27310""}]"
"","eeehhha","http://www.rockit.it/eeehhha","Band","0","Patchanka  (NON PIU' ATTIVO)","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","eehhehehhe","http://www.rockit.it/ehehheeeh","Band","0","Nu-Metal  (NON PIU' ATTIVO)","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","eeko","http://www.rockit.it/eeko","Band, Siena, Toscana","1","Britpop, Pop rock ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/24823/eeko-gimme-back-my-time"",""/user/eeko""]","\n<div class=""content-rece""><p>pop-rock originale in inglese</p> <p>eeko &#xE8; un gruppo musicale pop-rock italiano anglofono formatosi a Milano alla fine del 2003. Nato dal desiderio di Ico Di Francesco di ese guire dal vivo i suoi pezzi scritti in anni di &#x201C;ossessione musicale&#x201D; e sfociato nell&#x2019;incontro di tre musicisti di lunga esperienza con la voglia di proporre finalmente un repertorio originale. Si costituisce cos&#xEC; la prima formazione degli eeko.<br>\nLe prime esibizioni live dalla met&#xE0; del 2004 contemplano un repertorio misto con pezzi originali scritti da Ico Di Francesco cantati in inglese e cover per lo pi&#xF9; straniere. Nel 2005 il gruppo realizza un demo registrato in diretta chiamato &#x201C;Coveroriginals&#x201D; contenente tre cover, tre pezzi originali e una copertina che fa discutere.<br>\n<br>\nLa volont&#xE0; di realizzare arrangiamenti pi&#xF9; elaborati richiede una soluzione, si aggiunge cos&#xEC; un nuovo membro al gruppo, Luka Milana (chitarra), amico di lunga data e musicista con cui Ico aveva diviso in passato alcune esperienze musicali. Luka aggiunge un nuovo livello di dettaglio al sound del gruppo che riesce cos&#xEC; ad esprimere al meglio le sue proposte originali.<br>\n<br>\nDurante le esibizioni dal vivo, in ragione dell&#x2019;impatto e del coinvolgimento molto maggiore offerto dai pezzi originali, gli eeko decido- no di non eseguire pi&#xF9; cover ma di proporre solo i brani originali. Questa decisione costa qualche rinuncia sulla scena live, in partico- lare a quei palchi che propongono solo cover band, ma sprona il gruppo a pensare alla realizzazione di un vero e proprio disc o. Un disco che anche se autoprodotto dovr&#xE0; suonare come un vero disco. Questa ambizione per&#xF2; si scontra con diverse difficolt&#xE0; in sala di registrazione, portando scompiglio all&#x2019;interno della formazione e alla fine lasciando solo Ico e Luka a costituire gli eeko. Con la band dimezzata e contemporaneamente il graduale trasferimento di Ico in Toscana, il parto del disco subisce continui rimandi, ma la determinazione vince, fino ad arrivare nel 2010, all&#x2019;uscita di &#x201C;Soundtrack to Today&#x201D; disco autoprodotto con l&#x2019;aiuto di Luca Z amponi chitarrista e produttore milanese, contenente 9 pezzi originali. Uscito il disco, la band si ricostituisce, riprendono i live e alcune ospitate in radio in cui il gruppo arricchisce le sue p erformances con momenti acustici e in configurazione da salotto radiofonico.<br>\n<br>\nLuka Milana porta Ico a fare la conoscenza di Paolo Anessi, talentuoso chitarrista, insegnante, produttore della MS RECORDS n el 2011 e alla volont&#xE0; di realizzare una riedizione del disco degli eeko, questa volta sotto etichetta per dargli la forma, che effet tivamente il disco merita, di prodotto professionale e di qualit&#xE0; e non pi&#xF9; un semplice disco autoprodotto.<br>\n<br>\nA seguito del definitivo trasferimento in Toscana di Ico Di Francesco, la band si ricostituisce con tre grandi musicisti di straordinaria sensibilit&#xE0; musicale con all&#x2019;attivo importanti esperienze di rilevanza nazionale. Questo nuovo incontro con Diego Purigini (chitarra), Guido Pietrella (basso) e Gianluca Meconcelli (batteria) porta alla nascita di una live band di grande impatto. Le esibizioni dal vivo acquistano un piglio marcatamente rock, in grado di confermare al vaglio del palco, lo spirito internazionale dei pezzi del primo disco degli eeko e di alcuni inediti.</p></div>\n","[{""name"":""Gimme Back My Time"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24823.jpg"",""link"":""http://www.rockit.it/eeko/album/gimme-back-my-time/24823""}]"
"","EELS ON HEELS","http://www.rockit.it/eelsonheels","Band, Bari, Puglia","13","Sperimentale, Elettronico, Alternativo ","url(/thumb700x250/foto/72567.jpg)","[""/intervista/semitoni-documentario-musica-his-clancyness-eels-on-heels-fuzz-orchestra"",""/articolo/dirockato-festival"",""/news/eels-on-heels-ascolta-nuovo-pezzo-sola-vibes"",""/user/eelsonheels""]","\n<div class=""content-rece""></div>\n","[{""name"":""Kaleidoscope"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/19854.jpg"",""link"":""http://www.rockit.it/eelsonheels/album/kaleidoscope/19854""},{""name"":""△▼△ BLANK SKIN EP △▼△"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16329.jpg"",""link"":""http://www.rockit.it/eelsonheels/album/e-9651-e-9660-e-9651-blank-skin-ep-e-9651-e-9660-e-9651/16329""},{""name"":""// LETTERS //"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/14172.jpg"",""link"":""http://www.rockit.it/eelsonheels/album/letters/14172""},{""name"":""EELS ON HEELS"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/13105.jpg"",""link"":""http://www.rockit.it/eelsonheels/album/eels-on-heels/13105""},{""name"":""Rockit vol. 55"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24201.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol-55/24201""},{""name"":""Tutta Roba Pugliese Vol. 2"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20066.jpg"",""link"":""http://www.rockit.it/compilation/tutta-roba-pugliese-vol-2/20066""}]"
"","EerieSounds","http://www.rockit.it/eeriesounds","Band, Milano, Lombardia","0","Trip-Hop, Elettronico, Alternativo ","url(/thumb700x250/foto/120629.jpg)","[""/user/EerieSounds""]","\n<div class=""content-rece""><p>EerieSounds is the avatar of digital music<br>\nproducer &amp; music expert Yuri Giordano.<br>\nBorn 1984, after some experiences in<br>\naudiovisual &amp; music Yuri shapes his<br>\nblueprint: he is the songwriter &amp;<br>\nproducer, the main man behind<br>\nthe sonic frames.</p></div>\n","[{""name"":""Runaway"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/33373.jpg"",""link"":""http://www.rockit.it/eeriesounds/album/runaway/33373""},{""name"":""The Underdog"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/33374.jpg"",""link"":""http://www.rockit.it/eeriesounds/album/the-underdog/33374""},{""name"":""Aside"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/33375.jpg"",""link"":""http://www.rockit.it/eeriesounds/album/aside/33375""},{""name"":""Caliban"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/33400.jpg"",""link"":""http://www.rockit.it/eeriesounds/album/caliban/33400""}]"
"","Effe&TheGoodMachines","http://www.rockit.it/effe.thegoodmachines","Band, Marche","0","Rock'n'roll, Rock, Alternativo ","url(/thumb700x250/foto/112877.jpg)","[""/recensione/30385/effe-e-thegoodmachines-teatro-del-nostro-stato"",""/user/francescoeffe""]","\n<div class=""content-rece""><p>Effe&amp;TheGoodMachines &#xE8; un progetto Rock. Nasce dallo stile dell&#x2019;autore Francesco &#x201C;Effe&#x201D; Coppari, in cui l&#x2019;anima cantautoriale convive con l&#x2019; approccio</p> <p>Effe &amp; the Good Machines &#xE8; un progetto Rock.<br>\nNasce dallo stile dell&#x2019;autore Francesco &#x201C;Effe&#x201D; Coppari, in cui l&#x2019;anima cantautoriale convive con l&#x2019; approccio rock n &#x2018;roll dei &#x2018;70 dove il suono elettrico &#xE8; protagonista.<br>\nDal 1997 fino al 2002 &#xE8; membro dei SEX-TO SENSO, gruppo importantissimo per la sua crescita artistica. Nell&#x2019;inverno 2002 la band si scioglie e l&#x2019;artista inizia a scrivere brani per la sua avventura cantautoriale.<br>\nDal 2003 al 2006, partecipa a vari festival presentando le sue canzoni inedite ( Urbino, alla fortezza Albornoz, &#xE8; tra gli ospiti della manifestazione nazionale di musica indipendente &#x201C;Musical BOX&#x201D; in cui condivide il palco con artisti quali Paolo Benvegn&#xF9;, The Zen Circus, Finale italiana Acoustic Festival ( Emergenza ) &#x2013; Jailbreak, Roma, Live al ME.I. di Faenza ).<br>\nNel Gennaio 2008 &#x2013; esce &quot;Glitches&quot;, il suo primo album prodotto dall&#x2019; Ass. Culturale &#x201C;Il Cusanino&#x201D; per l&#x2019;etichetta &quot;Fabbrica della Musica Records&quot;.<br>\nNel Luglio 2009 ottiene una Borsa di Studio per il corso interpreti al CET di Mogol che concluder&#xE0; del dicembre 2009.<br>\nContemporaneamente all&#x2019;attivit&#xE0; live, l&#x2019;artista ha lavorato, insieme alla band, al secondo lavoro in studio.<br>\nA Gennaio 2013 viene pubblicato su Supporto CD ill Nuovo ALBUM &quot; TEATRO DEL NOSTRO STATO&quot; da cui &#xE8; estratto il Video del &quot;L&apos;et&#xE0; della Pietra&quot;, disponibile al canale youtube della band.<br>\nIn fase di produzione il Video del Brano &#x201C;Ninni e Nanne&#x201D; ( realizzazione prevista Settembre 2014 )<br>\n<br>\n<br>\nThe Good Machines:<br>\nFrancesco Coppari: Voce + Chitarra Ritmica<br>\nClaudio Panariello - Basso + Cori<br>\nDiego Garbuglia - Batteria<br>\nLorenzo Carancini - Chitarra<br>\n<br>\n<a href=""http://www.francescoeffe.it/socialmedialink/"" target=""_blank"" rel=""nofollow"">http://www.francescoeffe.it/socialmedialink/</a> ( link multiplo alla pagina Sound Cloud, Facebook e Youtube )<br>\n<a href=""http://www.francescoeffe.it"" target=""_blank"" rel=""nofollow"">www.francescoeffe.it</a><br>\n<a href=""http://www.facebook.com/francescoeffe.thegoodmachines"" target=""_blank"" rel=""nofollow"">www.facebook.com/francescoeffe.thegoodmachines</a><br>\n<a href=""http://www.youtube.com/francescoeffecoppari"" target=""_blank"" rel=""nofollow"">www.youtube.com/francescoeffecoppari</a><br>\n<a href=""http://www.myspace.com/effe.thegoodmachines"" target=""_blank"" rel=""nofollow"">www.myspace.com/effe.thegoodmachines</a><br>\n<br>\nInfo&amp;CONTATTI :<br>\nFrancesco Coppari<br>\nCell: 347.8241186<br>\ne-mail: <a href=""mailto:francescoeffe.tgm@gmail.com"">francescoeffe.tgm@gmail.com</a></p></div>\n","[{""name"":""Teatro del nostro stato"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/30385.jpg"",""link"":""http://www.rockit.it/effe.thegoodmachines/album/teatro-del-nostro-stato/30385""},{""name"":""GLITCHES"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/8352.jpg"",""link"":""http://www.rockit.it/effe.thegoodmachines/album/glitches/8352""}]"
"","Effemme","http://www.rockit.it/effemme","Band, Roma, Lazio","0","Rock'n'roll, Rock ","url(/thumb700x250/foto/64434.jpg)","[]","\n<div class=""content-rece""><p>Chitarrista del Banco del Mutuo Soccorso, Filippo Marcheggiani tratteggia con questo album la storia di un viaggio durato otto anni. Annotazioni, emozioni, tragitti, momenti diversi raccontati con parole e musica. Spesso anche citando e ripensando in modo ardito i grandi cantautori della canzone italiana: Uppatriots to arms di Franco Foo Figther Battiato, puro Rock&#x2019;n&#x2019;Roll dalle sonorit&#xE0; decise in linea con il testo; Monna Lisa dell&#x2019;indimenticabile Ivan Graziani, all&#x2019;aroma di blues e Jack Daniel&#x2019;s; Disperato erotico stomp dell&#x2019;istrionico Lucio Dalla, rinvigorita dal suono rude ed energico del punk.</p></div>\n","[{""name"":""DisperatoEroticoRock!"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/19894.jpg"",""link"":""http://www.rockit.it/effemme/album/disperatoeroticorock/19894""}]"
"","Effetti Collaterali","http://www.rockit.it/effetticollaterali","Band, POTENZA (PZ), Basilicata","13","Rock, Punk, Grunge ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/9457/effetti-collaterali-crederai-che-non-sei-schiavo"",""/user/ef395727f""]","\n<div class=""content-rece""><p>Effetti Collaterali sono finestre di passioni e libert&#xE0;...</p> </div>\n","[{""name"":""Crederai che non sei schiavo?"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/9457.jpg"",""link"":""http://www.rockit.it/effetticollaterali/album/crederai-che-non-sei-schiavo/9457""},{""name"":""Effetti Collaterali \"Crederai che non sei schiavo?\""",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/effetticollaterali/album/effetti-collaterali-crederai-che-non-sei-schiavo/19068""}]"
"","Effetti Kollaterali","http://www.rockit.it/effettikollaterali","Band, Lazio","0","Grunge ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/1608/effetti-kollaterali-st""]","\n<div class=""content-rece""></div>\n","[{""name"":""s/t"",""date"":"" 2001 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/effettikollaterali/album/st/1608""}]"
"","Effetto Doppler","http://www.rockit.it/effettodoppler","Band, Lombardia","0","Rock ","url(/thumb700x250/foto/3233.jpg)","[""/recensione/6230/effetto-doppler-eden-e-sasso"",""/recensione/2713/effetto-doppler-indifferenticieli"",""/user/darioantonetti""]","\n<div class=""content-rece""></div>\n","[{""name"":""Eden E Sasso"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/6230.jpg"",""link"":""http://www.rockit.it/effettodoppler/album/eden-e-sasso/6230""},{""name"":""Indifferenticieli"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2713.jpg"",""link"":""http://www.rockit.it/effettodoppler/album/indifferenticieli/2713""}]"
"","Effetto Joule","http://www.rockit.it/effettojoule","Band, Foligno (PG), Umbria","0","Industrial, Elettronico, Post-Rock ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/19101/effetto-joule-prosofobia""]","\n<div class=""content-rece""><p>La musica degli Effetto Joule si concentra sulla sperimentazione, abbracciando il rock, la musica elettronica, e tutte le sfumature che si trovano nel</p> <p>Il gruppo nasce nel gennaio 2010 quando Leonardo e Marco decidono di ordinare il lavoro venuto fuori da alcune loro sessioni dei mesi precedenti. Ampio uso di synth ed elettronica, batteria acustica affiancata a drum machine, molta effettistica e suoni campionati, senza per&#xF2; disprezzare il buon vecchio suono di chitarra distorto, &#xE8; cio che caratterizza gli Effetto Joule, che verso marzo iniziano a registrare alcuni pezzi. Nell&apos;aprile dello stesso anno si aggiunge il chitarrista Luca, di origini pi&#xF9; classiche ma pronto a raccogliere la sfida. Ultimo ad aggiungersi il vocalist Federico. La formazione attuale ha suonato dal vivo e attualmente &#xE8; in procinto di ultimare la registrazione di una demo. Stay tuned!</p></div>\n","[{""name"":""Prosofobia"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/19101.jpg"",""link"":""http://www.rockit.it/effettojoule/album/prosofobia/19101""}]"
"","Effetto Loto","http://www.rockit.it/skazzati-skafromcomo","Band, Cagno (CO), Lombardia","1","Alternativo ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/skazzati-skafromcomo""]","\n<div class=""content-rece""><p>EFFETTOLOTO Progetto musicale nato nel 2006 dalla fusione di 5 menti, stanche della solita musica, intenzionate a creare qualcosa di alternativo.La nostra ricerca assolutamente priva di regole o paletti ci ha proiettato con la massima naturalezza verso la creazione di uno stile talmente contaminato da trarre la propria forza proprio nella sua imprevedibilit&#xE0;.Un amalgama di ritmiche rock, atmosfere psichedeliche e sfumature cantautoriali scaturisce dalla piena libert&#xE0; di espressione artistica di ogni singolo elemento della band.</p></div>\n","[]"
"","Effetto Pelle","http://www.rockit.it/effettopelle","Band, Toscana","0","Rock, Elettronico, Crossover ","url(/thumb700x250/nopic/noarticolo.jpg)","[]","\n<div class=""content-rece""></div>\n","[]"
"","effetto venturi","http://www.rockit.it/effettoventuri","Band, Caserta, Campania","1","Rock, Indie, Alternativo ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/effettoventuri""]","\n<div class=""content-rece""></div>\n","[{""name"":""tutto a metà "",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/12171.jpg"",""link"":""http://www.rockit.it/effettoventuri/album/tutto-a-meta/12171""}]"
"","Efficient Machine","http://www.rockit.it/efficientmachine","Band, Veneto","0","Metal, Industrial, Nu-Metal ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/user/efficientmachine""]","\n<div class=""content-rece""></div>\n","[]"
"","Effigy","http://www.rockit.it/effigy","Band, Emilia Romagna","0","Grunge ","url(/thumb700x250/nopic/noarticolo.jpg)","[""/recensione/4822/effigy-music-from-the-basement""]","\n<div class=""content-rece""></div>\n","[{""name"":""Music from the basement"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/effigy/album/music-from-the-basement/4822""}]"
"","EFFTER","http://www.rockit.it/EffterBand","Band, Berlino, Estero","0","Metal, Industrial, Elettronico ","url(/thumb700x250/foto/77602.jpg)","[""/recensione/22973/effter-comorbidity"",""/user/Effter""]","\n<div class=""content-rece""><p>Metal Electro Industrial da Berlino</p> <p>Gli EFFTER sono Frank F e JQR.<br>\nEntrambi di Milano (Italia) si incontrano a Berlino (Germania) nell&apos;estate del 2009.<br>\n<br>\nLa loro musica &#xE8; una potente combinazione dei trascorsi musicali di Frank F e JQR unita alle attuali correnti elettroniche.<br>\nOltre che da glaciali paesaggi sonori e da molteplici generi musicali (da metal e noise fino a electro, breakcore, ecc.),<br>\ngli EFFTER sono ispirati da poesia, cinema, letteratura, psicologia.<br>\n<br>\nNell&apos;Aprile 2011 gli EFFTER firmano un contratto con Danse Macabre Records e il 27 Maggio 2011 viene pubblicato l&apos;album di debutto &quot;Bilateral 602&quot;.<br>\n<br>\nDopo diversi Eps  il primo Marzo 2013 gli EFFTER pubblicano il secondo album &quot;Comorbidity&quot;, sempre sotto Danse Macabre Records.</p></div>\n","[{""name"":""Comorbidity"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22973.jpg"",""link"":""http://www.rockit.it/EffterBand/album/comorbidity/22973""},{""name"":""Bilateral602"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22972.jpg"",""link"":""http://www.rockit.it/EffterBand/album/bilateral602/22972""}]"
"","Eflat","http://www.rockit.it/eflat","Band, Lazio","0","Rock, Covers, Blues ","url(/thumb700x250/foto/3918.jpg)","[""/user/dq""]","\n<div class=""content-rece""><p>EFLAT [Ivan Imperiali: chitarra e voce - Diego Quacquarini: basso - Alessandro Pizzonia: batteria] siamo una band romana dedicata al blues ed al rock. Ai nostri concerti potete ascoltare una scaletta energica, sanguigna, con pezzi di Jimi Hendrix, Stevie Ray Vaughan, ed altri &quot;viscerali&quot; del genere. Siamo un power trio, quindi niente fronzoli, solo musica e sudore. Una curiosit&#xE0;: per chi non lo sapesse &quot;eflat&quot; vuol dire &quot;MI bemolle&quot; la tonalit&#xE0; in cui suoniamo.</p></div>\n","[]"
"","efram","http://www.rockit.it/efram","Band, Airasca (TO), Piemonte","4","Strumentale, Noise, Post-Rock ","url(/thumb700x250/foto/41790.jpg)","[""/recensione/18753/efram-il-silenzio-e-dargento-lp"",""/recensione/13516/efram-cloni-inutili-lp"",""/user/efram""]","\n<div class=""content-rece""><p>Gli Efram nascono ad Airasca (To) nell&#x2019;estate 2006 con l&#x2019;inserimento di Guido al basso. Marco, batteria, e Vincenzo, chitarra e voce, ne sono i fondatori dalla lontana estate del 2000. I primi anni, dall&#x2019;arrivo di Guido, trascorrono con i preparativi di trasformazione della loro saletta in un vero e proprio studio di registrazione e con qualche apparizione live. Nel 2010 danno vita a CLONI INUTILI, una sorta di raccolta di canzoni che hanno caratterizzato il tempo trascorso rinchiusi nella loro saletta nell&#x2019;arco di diversi anni. Questo lavoro porta oltre 80 date in due anni (2010-11) nel Nord Italia, (Piemonte, Lombardia, Liguria, Valle d&#x2019;Aosta ed Emilia Romagna) tra cui Mei di Faenza nel 2010 e nel 2011. Nel frattempo registrano, nella loro saletta ad Aprile 2011, un ep di rock acustico, tutto in una giornata in presa diretta, dal titolo E&#x2019; SOLO UN ALTRO ME.  Ci&#xF2; perch&#xE8; Torino per un motivo o per l&#x2019;altro riescono a raggiungerla molto meglio in acustico.Ad Agosto 2010 decidono di autoprodursi interamente il loro prossimo lavoro. Registrano, mixano e masterizzano Il SILENZIO E&#x2019; D&#x2019;ARGENTO un concept album strumentale, il tutto in quella saletta, allora vuota e fredda, dove anni f&#xE0; iniziarono ad imbracciare gli strumenti. Adesso &#xE8; diventato, come a loro piace chiamare, il Nanhouse Studio di Airasca. Ad Aprile 2012 vengono notati dalla POGOSELVAGGIO! RECORDS,  la quale, decide di inserirli all&#x2019;interno della loro famiglia.</p></div>\n","[{""name"":""Il silenzio è d'argento - Lp"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/18753.jpg"",""link"":""http://www.rockit.it/efram/album/il-silenzio-e-dargento-lp/18753""},{""name"":""Solo un altro me - Ep"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16536.jpg"",""link"":""http://www.rockit.it/efram/album/solo-un-altro-me-ep/16536""},{""name"":""Cloni Inutili - Lp"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/13516.jpg"",""link"":""http://www.rockit.it/efram/album/cloni-inutili-lp/13516""}]"
